split,fold,baseline,metric,representation,target,value,std,n_conditions,n_test,n_skipped,ci_low,ci_high,normalized,normalized_std,normalization_valid,floor_source,floor_value,ceiling_value,fallback_rate,fallback_rate_dose_collapsed
held_out_both,held_out_both/A549__fold0,ceiling,direction_acc_de,absolute,full_pseudobulk,0.9964645421749824,0.007546530850082996,1320.0,190,580.0,0.9960061620738906,0.9968460710248653,1.0,1.4434746202953712,True,global_mean_delta,0.9912365106294476,0.9964645421749824,,
held_out_both,held_out_both/A549__fold0,ceiling,direction_acc_de,absolute,replicate_half,0.9964645421749824,0.007546530850082996,1320.0,190,580.0,0.9960432221294542,0.9968852737027512,1.0,1.3216980828026026,True,global_mean_delta,0.9907548184882529,0.9964645421749824,,
held_out_both,held_out_both/A549__fold0,ceiling,direction_acc_de,delta,full_pseudobulk,0.9579283760329893,0.060535199361357254,1320.0,190,580.0,0.9546757881071195,0.961150994406179,1.0,0.16724046265495163,True,global_mean_delta,0.5959633443632749,0.9579283760329893,,
held_out_both,held_out_both/A549__fold0,ceiling,direction_acc_de,delta,replicate_half,0.9579283760329893,0.060535199361357254,1320.0,190,580.0,0.9545563935546582,0.9610551549903578,1.0,0.16814836686242796,True,global_mean_delta,0.5979177467838533,0.9579283760329893,,
held_out_both,held_out_both/A549__fold0,ceiling,mae,absolute,full_pseudobulk,0.027933470802083353,0.005635138493499457,1900.0,190,0.0,0.027685042850254568,0.02818293510932742,,,False,no_change,0.023842058953158538,0.027933470802083353,,
held_out_both,held_out_both/A549__fold0,ceiling,mae,absolute,replicate_half,0.027933470802083353,0.005635138493499457,1900.0,190,0.0,0.02767145654142794,0.028196397962916186,1.0,846.3770868651719,True,no_change,0.027940128754644866,0.027933470802083353,,
held_out_both,held_out_both/A549__fold0,ceiling,mae,delta,full_pseudobulk,0.027933470802083353,0.005635138493499457,1900.0,190,0.0,0.027685741960745386,0.028191160938596013,,,False,no_change,0.023842058953158538,0.027933470802083353,,
held_out_both,held_out_both/A549__fold0,ceiling,mae,delta,replicate_half,0.027933470802083353,0.005635138493499457,1900.0,190,0.0,0.02770561989779193,0.02817776845352309,1.0,846.3770868651719,True,no_change,0.027940128754644866,0.027933470802083353,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r,absolute,full_pseudobulk,0.985405696090041,0.006616967117350527,1900.0,190,0.0,0.9851144120512375,0.9856877202345194,1.0,11.237640482468253,True,global_mean_delta,0.98481687434159,0.985405696090041,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r,absolute,replicate_half,0.985405696090041,0.006616967117350527,1900.0,190,0.0,0.9851116892409054,0.9857151558710032,1.0,1.6090862279800533,True,global_mean_delta,0.9812934446753626,0.985405696090041,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r,delta,full_pseudobulk,0.5222042194778952,0.22521245768916498,1900.0,190,0.0,0.5121637127232598,0.531562472362346,1.0,0.5864253895328272,True,global_mean_delta,0.13816140395693127,0.5222042194778952,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r,delta,replicate_half,0.5222042194778952,0.22521245768916498,1900.0,190,0.0,0.5124463645362544,0.531665613672693,1.0,0.5674662532762837,True,global_mean_delta,0.12533047343767875,0.5222042194778952,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r_de,absolute,full_pseudobulk,0.9913499599996337,0.010740935285093619,1320.0,190,580.0,0.9907469832998579,0.9919055360166846,1.0,0.3020535493644307,True,global_mean_delta,0.955790254418639,0.9913499599996337,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r_de,absolute,replicate_half,0.9913499599996337,0.010740935285093619,1320.0,190,580.0,0.9907541426638087,0.9918924617652437,1.0,0.28556278662503104,True,global_mean_delta,0.9537367422129709,0.9913499599996337,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r_de,delta,full_pseudobulk,0.8227582434222509,0.23691739509602547,1320.0,190,580.0,0.8096687311791696,0.8352444956902267,1.0,0.4991388949201537,True,global_mean_delta,0.3481060023182498,0.8227582434222509,,
held_out_both,held_out_both/A549__fold0,ceiling,pearson_r_de,delta,replicate_half,0.8227582434222509,0.23691739509602547,1320.0,190,580.0,0.8096022591095274,0.8356484173705949,1.0,0.4747806372748557,True,global_mean_delta,0.3237543319403439,0.8227582434222509,,
held_out_both,held_out_both/A549__fold0,ceiling,pert_discrimination,absolute,full_pseudobulk,0.026869952659426342,0.050567562923841,1900.0,190,0.0,0.024638749651907543,0.029103383458646614,1.0,0.19778470821526073,True,no_change,0.28253968253968254,0.026869952659426342,,
held_out_both,held_out_both/A549__fold0,ceiling,pert_discrimination,absolute,replicate_half,0.026869952659426342,0.050567562923841,1900.0,190,0.0,0.02457149818991924,0.029307226399331664,1.0,0.19361757861911888,True,no_change,0.28804232804232804,0.026869952659426342,,
held_out_both,held_out_both/A549__fold0,ceiling,pert_discrimination,delta,full_pseudobulk,0.015129490392648286,0.03409853395407039,1900.0,190,0.0,0.013659078251183513,0.016647312726260088,1.0,0.07032503169079801,True,no_change,0.5,0.015129490392648286,,
held_out_both,held_out_both/A549__fold0,ceiling,pert_discrimination,delta,replicate_half,0.015129490392648286,0.03409853395407039,1900.0,190,0.0,0.013617237538290168,0.016602687273739904,1.0,0.07032503169079801,True,no_change,0.5,0.015129490392648286,,
held_out_both,held_out_both/A549__fold0,global_mean_delta,direction_acc_de,absolute,full_pseudobulk,0.9912365106294476,0.010178668825818304,132.0,190,58.0,0.9894665867892698,0.9930059911559798,0.0,1.9469409733213798,True,global_mean_delta,0.9912365106294476,0.9964645421749824,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,direction_acc_de,absolute,replicate_half,0.9907548184882529,0.010353449403969327,1320.0,190,580.0,0.9901549582071206,0.9912737879172258,0.0,1.813301303534658,True,global_mean_delta,0.9907548184882529,0.9964645421749824,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,direction_acc_de,delta,full_pseudobulk,0.5959633443632749,0.16119148155733612,132.0,190,58.0,0.5705524002821892,0.6253517171556507,0.0,0.4453233529597412,True,global_mean_delta,0.5959633443632749,0.9579283760329893,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,direction_acc_de,delta,replicate_half,0.5979177467838533,0.15896349932846204,1320.0,190,580.0,0.5895391884457927,0.606190110664264,0.0,0.441552238776971,True,global_mean_delta,0.5979177467838533,0.9579283760329893,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,mae,absolute,full_pseudobulk,0.024755130103047952,0.007726393126518718,190.0,190,0.0,0.023712434154711564,0.025913880695095096,,,False,no_change,0.023842058953158538,0.027933470802083353,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,mae,absolute,replicate_half,0.028689769727765387,0.007723214867901991,1900.0,190,0.0,0.02833490500336282,0.029047847733716443,-112.5933184705996,1159.9984824985738,True,no_change,0.027940128754644866,0.027933470802083353,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,mae,delta,full_pseudobulk,0.024755130103047952,0.007726393126518718,190.0,190,0.0,0.02369102897420132,0.025905816872090225,,,False,no_change,0.023842058953158538,0.027933470802083353,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,mae,delta,replicate_half,0.028689769727765387,0.007723214867901991,1900.0,190,0.0,0.028356135996372336,0.02903788122263158,-112.5933184705996,1159.9984824985738,True,no_change,0.027940128754644866,0.027933470802083353,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r,absolute,full_pseudobulk,0.98481687434159,0.014886047399786608,190.0,190,0.0,0.9825467141109959,0.9867215424117578,0.0,25.281076045420154,True,global_mean_delta,0.98481687434159,0.985405696090041,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r,absolute,replicate_half,0.9812934446753626,0.015530603018608306,1900.0,190,0.0,0.9805922795277643,0.981953535418689,0.0,3.776666709426576,True,global_mean_delta,0.9812934446753626,0.985405696090041,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r,delta,full_pseudobulk,0.13816140395693127,0.13127478753350894,190.0,190,0.0,0.1204080206634458,0.15644663487462518,0.0,0.3418233129955349,True,global_mean_delta,0.13816140395693127,0.5222042194778952,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r,delta,replicate_half,0.12533047343767875,0.12096249234317726,1900.0,190,0.0,0.12017577488699888,0.1310772654799738,0.0,0.30478834528631116,True,global_mean_delta,0.12533047343767875,0.5222042194778952,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r_de,absolute,full_pseudobulk,0.955790254418639,0.17578687398315507,132.0,190,58.0,0.9157420336797697,0.9757864592534902,0.0,4.943428836404826,True,global_mean_delta,0.955790254418639,0.9913499599996337,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r_de,absolute,replicate_half,0.9537367422129709,0.1752732452612207,1320.0,190,580.0,0.9441149649691224,0.9621520836649662,0.0,4.65988435914596,True,global_mean_delta,0.9537367422129709,0.9913499599996337,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r_de,delta,full_pseudobulk,0.3481060023182498,0.3310150303850152,132.0,190,58.0,0.2874761865401194,0.40382011211341073,0.0,0.6973843199709794,True,global_mean_delta,0.3481060023182498,0.8227582434222509,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pearson_r_de,delta,replicate_half,0.3237543319403439,0.3441222528527824,1320.0,190,580.0,0.30552118812367896,0.34262764093729997,0.0,0.6896183475412692,True,global_mean_delta,0.3237543319403439,0.8227582434222509,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pert_discrimination,absolute,full_pseudobulk,0.2752715121136174,0.24870460709024617,190.0,190,0.0,0.2431801726538568,0.30968253968253967,0.02842796614784714,0.9727573428685821,True,no_change,0.28253968253968254,0.026869952659426342,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pert_discrimination,absolute,replicate_half,0.2821693121693122,0.24778099735985082,1900.0,190,0.0,0.27068142578668897,0.2931581732108048,0.022487125081301206,0.9487259017979296,True,no_change,0.28804232804232804,0.026869952659426342,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pert_discrimination,delta,full_pseudobulk,0.5000000000000001,0.2909652048709311,190.0,190,0.0,0.45853174603174596,0.5399087997772207,-2.2897309748209176e-16,0.6000884753881088,True,no_change,0.5,0.015129490392648286,0.0,
held_out_both,held_out_both/A549__fold0,global_mean_delta,pert_discrimination,delta,replicate_half,0.5,0.29027489499004316,1900.0,190,0.0,0.48716409078251177,0.512906015037594,-0.0,0.5986647759318418,True,no_change,0.5,0.015129490392648286,0.0,
